cid,blend,nco_oh,mdi_parts,eta80,eta120,ratio,domain_ratio,unc_radius,in_domain,mdi_fraction,PPG1000,PPG2000,PPG400,PPG700,property_score,broad_margin,ea_two_point_kj_mol,check_nco_oh,check_mdi_fraction,check_eta80_broad,check_eta120_broad,check_ratio_broad,check_eta80_preferred,check_eta120_preferred,check_ratio_preferred,check_chemistry_in_domain,feasible_nominal,property_rank,nominal_rank,robust_check_interval_inside_broad,robust_check_domain_ratio_max,feasible_robust,robust_score,robust_rank
WO_INV_0522,PPG2000:20+PPG400:80,2.4,126.126,1.4092286178,0.184396975,7.6423629927,0.8165211633,0.0601286772,True,0.5577686776398999,0.0,20.0,80.0,0.0,0.2857397799722482,0.14191709119879567,58.692152223700035,True,False,True,True,True,False,False,True,True,False,777.0,,False,True,False,0.4049203554231937,
WO_INV_0269,PPG1000:40+PPG400:60,2.7,128.37825,1.4331248315,0.1778088756,8.0599172954,0.8236191259,0.060355812,True,0.5621299313748135,40.0,0.0,60.0,0.0,0.2909788021983547,0.1055354256101887,60.227385288290684,True,False,True,True,True,False,False,True,True,False,783.0,,False,True,False,0.4061400322720861,
WO_INV_0741,PPG2000:70+PPG700:30,1.9,37.019125,6.5262201999,0.638155275,10.2266963157,0.7870243345,0.0591847787,True,0.2701748752227107,0.0,70.0,0.0,30.0,0.11577546512851229,0.22603009619174916,67.0988285377493,True,False,True,True,True,False,False,False,True,False,530.0,,False,True,False,0.21340224419929638,
WO_INV_0134,PPG1000:50+PPG2000:50,2.0,37.53750000000001,6.6245006624,0.6342071327,10.4453266457,0.739135744,0.0576523438,True,0.27292556575479415,50.0,50.0,0.0,0.0,0.12030794374637334,0.21879469001715085,67.70929991363226,True,False,True,True,True,False,False,False,True,False,538.0,,False,True,False,0.21743309123751775,
WO_INV_0542,PPG2000:30+PPG400:70,2.8,133.13299999999998,1.492704812,0.1762212497,8.4706289074,0.9423691259,0.064155812,True,0.5710602960541836,0.0,30.0,70.0,0.0,0.2808707006663488,0.09656649088316303,61.66175414904521,True,False,True,True,True,False,False,True,True,False,773.0,,False,True,False,0.4059070204405928,
WO_INV_0914,PPG400:90+PPG700:10,1.6,95.81000000000002,1.3305722127,0.2131450923,6.2425655595,0.9581360146,0.0646603525,True,0.4893008528675758,0.0,0.0,90.0,10.0,0.27702925793939037,0.03963177601113639,52.853386359445665,True,True,True,True,True,False,False,False,True,False,771.0,,False,True,False,0.4247641488613214,
WO_INV_0762,PPG2000:80+PPG700:20,2.4,41.184,6.7392083602,0.5923883226,11.3763355956,0.8056452162,0.0597806469,True,0.2917044424297371,0.0,80.0,0.0,20.0,0.12441623707438251,0.13341398451932177,70.17336073030157,True,False,True,True,True,False,True,False,True,False,545.0,,False,True,False,0.23210647181778693,
WO_INV_0721,PPG2000:60+PPG700:40,1.5,32.71125,6.2370421069,0.6682388844,9.333551597,0.9066893612,0.0630140596,True,0.24648437867927547,0.0,60.0,0.0,40.0,0.10666955885394505,0.1799660066817443,64.4614573364925,True,False,True,True,True,False,False,True,True,False,508.0,,True,True,False,0.20209753153626453,
WO_INV_0288,PPG1000:50+PPG400:50,3.0,131.38124999999997,1.4905078696,0.1720375652,8.6638512214,0.9144811323,0.0632633962,True,0.5678128629696658,50.0,0.0,50.0,0.0,0.28983285786039287,0.07253904005889154,62.312672382580594,True,False,True,True,True,False,False,True,True,False,780.0,,False,True,False,0.4166711455356966,
WO_INV_0901,PPG400:80+PPG700:20,1.9,108.68,1.3206030703,0.1989231605,6.6387597452,0.8043884704,0.0597404311,True,0.5207973931378187,0.0,0.0,80.0,20.0,0.2931089558951579,0.10116569145228357,54.6292361682983,True,False,True,True,True,False,False,False,True,False,787.0,,False,True,False,0.4254268800550911,
WO_INV_0161,PPG1000:70+PPG2000:30,1.5,31.906875,6.2646431975,0.67620935,9.2643545928,0.8964168103,0.0626853379,True,0.2418894011400088,70.0,30.0,0.0,0.0,0.1093357048855981,0.16810901021969896,64.24670053612957,True,False,True,True,True,False,False,True,True,False,516.0,,True,True,False,0.20421789745456786,
WO_INV_0632,PPG2000:90+PPG400:10,2.2,38.538500000000006,6.7928321808,0.6235680241,10.8934902346,0.7305188677,0.0573766038,True,0.2781789899558607,0.0,90.0,10.0,0.0,0.12826857212954235,0.17678397282051997,68.92171624876535,True,False,True,True,True,False,False,False,True,False,551.0,,False,True,False,0.22942903823315108,
WO_INV_0888,PPG400:70+PPG700:30,2.2,119.94125,1.3118120221,0.1858836859,7.0571659665,0.6495606388,0.0547859404,True,0.5453331287332412,0.0,0.0,70.0,30.0,0.31175845358736387,0.14994731824621618,56.39309402704682,True,False,True,True,True,False,False,True,True,False,802.0,,False,True,False,0.42920141509260434,
WO_INV_0874,PPG400:60+PPG700:40,2.4,124.41,1.3399121411,0.1811059468,7.3984988599,0.712293517,0.0567933925,True,0.5543870594002049,0.0,0.0,60.0,40.0,0.31012527426525976,0.12390838622298567,57.756240374395155,True,False,True,True,True,False,False,True,True,False,801.0,,False,True,False,0.4281345044788656,
WO_INV_0212,PPG1000:10+PPG400:90,1.8,105.85575,1.3102939725,0.2015879453,6.4998627315,0.8842602821,0.062296329,True,0.5142229449505297,10.0,0.0,90.0,0.0,0.29393980496033,0.08002158921977434,54.019023895112696,True,False,True,True,True,False,False,False,True,False,788.0,,False,True,False,0.43486629858805304,
WO_INV_0108,PPG1000:30+PPG2000:70,2.6,42.29225,6.8665575003,0.5771948494,11.896428923,0.896914071,0.0627012503,True,0.29722103628272095,30.0,70.0,0.0,0.0,0.1319993800709595,0.0887110928844203,71.46347239333832,True,False,True,True,True,False,True,False,True,False,558.0,,False,True,False,0.25052329072449653,
WO_INV_0147,PPG1000:60+PPG2000:40,1.7,34.034,6.5247359981,0.6674875971,9.7750670225,0.8386901986,0.0608380864,True,0.25392064700001493,60.0,40.0,0.0,0.0,0.11955005930033068,0.18109091868974939,65.79533368240963,True,False,True,True,True,False,False,False,True,False,535.0,,True,True,False,0.2180967242319935,
WO_INV_0860,PPG400:50+PPG700:50,2.6,127.80625,1.3717905607,0.1768274368,7.7577924847,0.7737107241,0.0587587432,True,0.5610304809459793,0.0,0.0,50.0,50.0,0.3082362785582303,0.10000050845005076,59.12478707213231,True,False,True,True,True,False,False,True,True,False,800.0,,False,True,False,0.426201863139298,
WO_INV_0846,PPG400:40+PPG700:60,2.8,130.13,1.4083711825,0.1730778439,8.1372124277,0.8336645981,0.0606772671,True,0.5654629991743797,0.0,0.0,40.0,60.0,0.30582325776132696,0.07856764280006037,60.502832939481664,True,False,True,True,True,False,False,True,True,False,797.0,,False,True,False,0.4230483969539777,
WO_INV_0832,PPG400:30+PPG700:70,3.0,131.38124999999997,1.4506257866,0.1698859582,8.5388209926,0.8919811323,0.0625433962,True,0.5678128629696658,0.0,0.0,30.0,70.0,0.3026652233178165,0.05995356258890122,61.893156472863154,True,False,True,True,True,False,False,True,True,False,795.0,,False,True,False,0.4283674955108453,
WO_INV_0502,PPG2000:10+PPG400:90,2.0,115.115,1.3314637334,0.1937162751,6.8732672689,0.8611983589,0.0615583475,True,0.5351323710573413,0.0,10.0,90.0,0.0,0.2953744555715963,0.13588010894422572,55.63108355457644,True,False,True,True,True,False,False,False,True,False,790.0,,False,True,False,0.4296582916438578,
WO_INV_0232,PPG1000:20+PPG400:80,2.2,121.121,1.3115499588,0.1851511626,7.0836712036,0.6768676315,0.0556597642,True,0.5477589193247137,20.0,0.0,80.0,0.0,0.3128623021383307,0.14599877133913472,56.50128193865867,True,False,True,True,True,False,False,True,True,False,803.0,,False,True,False,0.43230835699948206,
WO_INV_0120,PPG1000:40+PPG2000:60,2.2,38.538500000000006,6.914992576,0.6287468876,10.9980545635,0.6855188677,0.0559366038,True,0.2781789899558607,40.0,60.0,0.0,0.0,0.13510347168435552,0.16723095816799874,69.19741330407837,True,False,True,True,True,False,False,False,True,False,566.0,,False,True,False,0.23543791273057896,
WO_INV_0915,PPG400:90+PPG700:10,1.7,101.798125,1.2962419195,0.2047875537,6.3296909207,0.9143860146,0.0632603525,True,0.504455256955435,0.0,0.0,90.0,10.0,0.2959619731270877,0.05349193804239636,53.253386356453504,True,False,True,True,True,False,False,False,True,False,791.0,,False,True,False,0.442077826931729,
WO_INV_0761,PPG2000:80+PPG700:20,2.3,39.468,6.917692789,0.6165641486,11.2197454303,0.7618952162,0.0583806469,True,0.28298964637049356,0.0,80.0,0.0,20.0,0.13470037988420203,0.14727414654595267,69.7733607337809,True,False,True,True,True,False,False,False,True,False,563.0,,False,True,False,0.24132643182543456,
WO_INV_0251,PPG1000:30+PPG400:70,2.5,128.25312499999998,1.3503427285,0.1774886557,7.6080509108,0.7734366027,0.0587499713,True,0.5618898974548541,30.0,0.0,70.0,0.0,0.3130233272509225,0.10373288008991767,58.56228849469276,True,False,True,True,True,False,False,True,True,False,804.0,,False,True,False,0.43357110867549487,
WO_INV_0902,PPG400:80+PPG700:20,2.0,114.4,1.2865299925,0.1911232718,6.7314146537,0.7606384704,0.0583404311,True,0.5335820895522388,0.0,0.0,80.0,20.0,0.3134795096158941,0.115025853483547,55.02923616993847,True,False,True,True,True,False,False,False,True,False,806.0,,False,True,False,0.44415340612619364,
WO_INV_0096,PPG1000:20+PPG2000:80,3.0,45.045,6.837291484,0.5317899823,12.8571272713,1.1112238852,0.0695591643,False,0.3105587920990037,20.0,80.0,0.0,0.0,0.13485996955053753,0.01105104841954207,73.70471731957876,True,False,True,True,True,False,True,False,False,False,564.0,,False,False,False,0.27338552089119134,
WO_INV_0740,PPG2000:70+PPG700:30,1.8,35.070750000000004,6.699063748,0.6641988859,10.0859304204,0.8307743345,0.0605847787,True,0.25964725893652035,0.0,70.0,0.0,30.0,0.12742284711480278,0.186030096082906,66.6988285347588,True,False,True,True,True,False,False,False,True,False,549.0,,False,True,False,0.22988963395959872,
WO_INV_0523,PPG2000:20+PPG400:80,2.5,131.38125,1.372868899,0.1771666662,7.7490248498,0.8602711633,0.0615286772,True,0.5678128629696658,0.0,20.0,80.0,0.0,0.30735007053615143,0.10191709124601132,59.092152223078074,True,False,True,True,True,False,False,True,True,False,799.0,,False,True,False,0.4318756748744688,
WO_INV_0133,PPG1000:50+PPG2000:50,1.9,35.660625,6.7999471174,0.6600896168,10.3015514018,0.782885744,0.0590523438,True,0.2628664360052889,50.0,50.0,0.0,0.0,0.13189847348885572,0.19223611883483444,67.30929991290773,True,False,True,True,True,False,False,False,True,False,557.0,,False,True,False,0.23384881996012355,
WO_INV_0270,PPG1000:40+PPG400:60,2.8,133.13299999999998,1.3961485628,0.1708368898,8.1724068156,0.8673691259,0.061755812,True,0.5710602960541836,40.0,0.0,60.0,0.0,0.31325038151193196,0.06553542523539148,60.62738529760563,True,False,True,True,True,False,False,True,True,False,805.0,,False,True,False,0.4341264395367981,
WO_INV_0543,PPG2000:30+PPG400:70,2.9,137.88774999999998,1.4541913114,0.1693115157,8.5888505897,0.9861191259,0.065555812,True,0.5796336717632581,0.0,30.0,70.0,0.0,0.30313582396845357,0.05656649108406799,62.06175414396739,True,False,True,True,True,False,False,True,True,False,796.0,,False,True,False,0.43679583590708615,
WO_INV_0107,PPG1000:30+PPG2000:70,2.5,40.665625,7.0484147048,0.600750618,11.732679906,0.853164071,0.0613012503,True,0.2890942616577433,30.0,70.0,0.0,0.0,0.14184234536643595,0.1025712549058767,71.06347239650769,True,False,True,True,True,False,False,False,True,False,578.0,,False,True,False,0.2592505810466437,
WO_INV_0213,PPG1000:10+PPG400:90,1.9,111.736625,1.2764868813,0.1936835689,6.5905791016,0.8405102821,0.060896329,True,0.5277151508389255,10.0,0.0,90.0,0.0,0.31407629613225796,0.09388175123734405,54.4190238962555,True,False,True,True,True,False,False,False,True,False,808.0,,False,True,False,0.4533563436147696,
WO_INV_0033,PPG400:100,1.5,93.84375,1.2692792381,0.2107566529,6.0224871691,1.0008979426,0.0660287342,False,0.4841205868128325,0.0,0.0,100.0,0.0,0.30135552667112375,0.0037408557825839173,51.817585471542515,True,True,True,True,True,False,False,False,False,False,794.0,,False,False,False,0.4602268084014763,
WO_INV_0784,PPG2000:90+PPG700:10,3.0,44.50875,6.8912604541,0.5362577238,12.8506502528,1.1396055184,0.0704673766,False,0.3080003805997907,0.0,90.0,0.0,10.0,0.1375155315580881,0.011554944069873965,73.6901750474724,True,False,True,True,True,False,True,False,False,False,570.0,,False,False,False,0.2791653847737462,
WO_INV_0503,PPG2000:10+PPG400:90,2.1,120.87075000000002,1.297110438,0.1861205513,6.9691951189,0.8174483589,0.0601583475,True,0.5472465231362686,0.0,10.0,90.0,0.0,0.3162459670261263,0.14974027095663348,56.03108355569659,True,False,True,True,True,False,False,False,True,False,810.0,,False,True,False,0.44897803271856773,
WO_INV_0916,PPG400:90+PPG700:10,1.8,107.78625,1.2627973874,0.1967577189,6.4180322608,0.8706360146,0.0618603525,True,0.5187362012645206,0.0,0.0,90.0,10.0,0.31582846524885005,0.06735210005962866,53.6533863511479,True,False,True,True,True,False,False,False,True,False,809.0,,False,True,False,0.46025536378438275,
WO_INV_0631,PPG2000:90+PPG400:10,2.1,36.786750000000005,6.9727368085,0.6490163179,10.7435462195,0.7742688677,0.0587766038,True,0.2689350393952631,0.0,90.0,10.0,0.0,0.13963161382098835,0.19064413484550907,68.52171624976364,True,False,True,True,True,False,False,False,True,False,573.0,,False,True,False,0.2457155582069672,
WO_INV_0095,PPG1000:20+PPG2000:80,2.9,43.5435,7.0183735933,0.5534927432,12.6801546718,1.0674738852,0.0681591643,False,0.3033470690069561,20.0,80.0,0.0,0.0,0.14301852670373244,0.02491121043537038,73.30471731901059,True,False,True,True,True,False,True,False,False,False,579.0,,False,False,False,0.2804579952564331,
WO_INV_0760,PPG2000:80+PPG700:20,2.2,37.75200000000001,7.100904285,0.6417266089,11.0653106586,0.7181452162,0.0569806469,True,0.2740577269295546,0.0,80.0,0.0,20.0,0.14591829970662687,0.16113430856411895,69.37336073123028,True,False,True,True,True,False,False,False,True,False,586.0,,False,True,False,0.25141025071179207,
WO_INV_0889,PPG400:70+PPG700:30,2.3,125.39312499999998,1.2779657635,0.1785950824,7.155660428,0.6933106388,0.0561859404,True,0.5563307443383643,0.0,0.0,70.0,30.0,0.33353740873699206,0.1099473186749647,56.79309401569334,True,False,True,True,True,False,False,True,True,False,820.0,,False,True,False,0.4563284375856713,
WO_INV_0875,PPG400:60+PPG700:40,2.5,129.59374999999997,1.3053408671,0.1740046811,7.5017571884,0.756043517,0.0581933925,True,0.5644480740438274,0.0,0.0,60.0,40.0,0.33233509319018956,0.08390838649238942,58.15624036724321,True,False,True,True,True,False,False,True,True,False,819.0,,False,True,False,0.4556841225711496,
WO_INV_0146,PPG1000:60+PPG2000:40,1.6,32.032000000000004,6.6975402379,0.6947282827,9.6405176022,0.8824401986,0.0622380864,True,0.2426078526417838,60.0,40.0,0.0,0.0,0.13210943103197118,0.14109091869186244,65.3953336826766,True,False,True,True,True,False,False,False,True,False,559.0,,False,True,False,0.2355235745584559,
WO_INV_0119,PPG1000:40+PPG2000:60,2.1,36.786750000000005,7.0981325583,0.6544065348,10.8466712673,0.7292688677,0.0573366038,True,0.2689350393952631,40.0,60.0,0.0,0.0,0.14671711972771326,0.1810911201870315,68.79741330659512,True,False,True,True,True,False,False,False,True,False,589.0,,False,True,False,0.2519577585167868,
WO_INV_0861,PPG400:50+PPG700:50,2.7,132.721875,1.3363967868,0.1698939339,7.8660653519,0.8174607241,0.0601587432,True,0.5703025338722456,0.0,0.0,50.0,50.0,0.3308229256367144,0.060000508863162286,59.52478706045611,True,False,True,True,True,False,False,True,True,False,818.0,,False,True,False,0.4541120634644094,
WO_INV_0903,PPG400:80+PPG700:20,2.1,120.12,1.2533360393,0.1836292211,6.8253627151,0.7168884704,0.0569404311,True,0.545702344175904,0.0,0.0,80.0,20.0,0.3347838403415415,0.12888601550041637,55.429236173558714,True,False,True,True,True,False,False,False,True,False,823.0,,False,True,False,0.46374379106177466,
WO_INV_0233,PPG1000:20+PPG400:80,2.3,126.6265,1.2777104616,0.1778912817,7.1825355896,0.7206176315,0.0570597642,True,0.558745336489775,20.0,0.0,80.0,0.0,0.33472240675545595,0.10599877149173008,56.901281932237346,True,False,True,True,True,False,False,True,True,False,822.0,,False,True,False,0.4595562967140185,
WO_INV_0847,PPG400:40+PPG700:60,2.9,134.7775,1.3720335865,0.1662913646,8.2507807298,0.8774145981,0.0620772671,True,0.5740648060397611,0.0,0.0,40.0,60.0,0.3287234581369078,0.038567642978215445,60.90283293472961,True,False,True,True,True,False,False,True,True,False,816.0,,False,True,False,0.45377125254609263,
WO_INV_0783,PPG2000:90+PPG700:10,2.9,43.025125,7.0737719034,0.5581428167,12.6737668065,1.0958555184,0.0690673766,False,0.30082214575935523,0.0,90.0,0.0,10.0,0.14588048783456042,0.02541510609037824,73.29017504593077,True,False,True,True,True,False,True,False,False,False,584.0,,False,False,False,0.28644079919616944,
WO_INV_0034,PPG400:100,1.6,100.1,1.2365303742,0.2024927664,6.1065409711,0.9571479426,0.0646287342,True,0.5002498750624688,0.0,0.0,100.0,0.0,0.32073564971519214,0.01760101780282697,52.217585462827664,True,False,True,True,True,False,False,False,True,False,813.0,,False,True,False,0.4778522300743173,
WO_INV_0106,PPG1000:30+PPG2000:70,2.4,39.039,7.2350883027,0.6252677159,11.571184821,0.809414071,0.0599012503,True,0.28077733585540754,30.0,70.0,0.0,0.0,0.15261908767836418,0.11643141691813025,70.66347239243346,True,False,True,True,True,False,False,False,True,False,600.0,,False,True,False,0.26884173025400165,
WO_INV_0252,PPG1000:30+PPG400:70,2.6,133.38325,1.3155023333,0.1705292259,7.7142338858,0.8171866027,0.0601499713,True,0.5715202354924785,30.0,0.0,70.0,0.0,0.33560713876284026,0.06373287970345717,58.96228850535022,True,False,True,True,True,False,False,True,True,False,825.0,,False,True,False,0.4615400599597382,
WO_INV_0214,PPG1000:10+PPG400:90,2.0,117.6175,1.2435520519,0.1860891275,6.6825615692,0.7967602821,0.059496329,True,0.5404781325031305,10.0,0.0,90.0,0.0,0.33514656435318857,0.10774191325838035,54.81902390171247,True,False,True,True,True,False,False,False,True,False,824.0,,False,True,False,0.47271024755588265,
WO_INV_0094,PPG1000:20+PPG2000:80,2.8,42.042,7.204251568,0.5760812105,12.5056180208,1.0237238852,0.0667591643,False,0.29598287830360037,20.0,80.0,0.0,0.0,0.15211086082483966,0.03877137245793411,72.90471732182023,True,False,True,True,True,False,True,False,False,False,598.0,,False,False,False,0.28839432843613544,
WO_INV_0739,PPG2000:70+PPG700:30,1.7,33.122375000000005,6.8764849675,0.6913053566,9.9471021046,0.8745243345,0.0619847787,True,0.24881147891179078,0.0,70.0,0.0,30.0,0.14000400605418362,0.14603009615711446,66.2988285366906,True,False,True,True,True,False,False,False,True,False,574.0,,False,True,False,0.2474277588068563,
WO_INV_0132,PPG1000:50+PPG2000:50,1.8,33.78375000000001,6.9800401805,0.6870283851,10.1597551598,0.826635744,0.0604523438,True,0.2525250637689556,50.0,50.0,0.0,0.0,0.14442278021452679,0.15223611883187227,66.90929991272034,True,False,True,True,True,False,False,False,True,False,581.0,,False,True,False,0.25131528380946994,
WO_INV_0524,PPG2000:20+PPG400:80,2.6,136.6365,1.3374473027,0.1702198619,7.8571753501,0.9040211633,0.0629286772,True,0.5774109235050383,0.0,20.0,80.0,0.0,0.329894138024445,0.06191709151163932,59.49215221497052,True,False,True,True,True,False,False,True,True,False,817.0,,False,True,False,0.4598817293846135,
WO_INV_0917,PPG400:90+PPG700:10,1.9,113.774375,1.2302157627,0.1890427384,6.5076065509,0.8268860146,0.0604603525,True,0.5322170863556495,0.0,0.0,90.0,10.0,0.33662873438748797,0.0812122620780752,54.05338634991437,True,False,True,True,True,False,False,False,True,False,827.0,,False,True,False,0.47929675951622414,
WO_INV_0504,PPG2000:10+PPG400:90,2.2,126.62650000000004,1.2636434971,0.1788226601,7.0664618013,0.7736983589,0.0587583475,True,0.5587453364897751,0.0,10.0,90.0,0.0,0.33805125545848225,0.11122077381551349,56.4310835547239,True,False,True,True,True,False,False,True,True,False,828.0,,False,True,False,0.4691616326239436,
WO_INV_0271,PPG1000:40+PPG400:60,2.9,137.88774999999998,1.3601263245,0.1641382796,8.2864663138,0.9111191259,0.063155812,True,0.5796336717632581,40.0,0.0,60.0,0.0,0.3364557375158297,0.025535425616355193,61.027385288207945,True,False,True,True,True,False,False,True,True,False,826.0,,False,True,False,0.46575139070746874,
WO_INV_0544,PPG2000:30+PPG400:70,3.0,142.6425,1.4166715033,0.1626727162,8.7087222518,1.0298691259,0.066955812,False,0.5878710448499336,0.0,30.0,70.0,0.0,0.32633472437330635,0.016566491013787318,62.4617541446406,True,False,True,True,True,False,False,True,False,False,815.0,,False,False,False,0.4688702210188233,
WO_INV_0782,PPG2000:90+PPG700:10,2.8,41.54149999999999,7.2611170736,0.5809210571,12.4993180817,1.0521055184,0.0676673766,False,0.2934934277226114,0.0,90.0,0.0,10.0,0.15517922108553067,0.039275268105375655,72.89017504896118,True,False,True,True,True,False,True,False,False,False,603.0,,False,False,False,0.29458007244140194,
WO_INV_0630,PPG2000:90+PPG400:10,2.0,35.035000000000004,7.1574061168,0.6755031763,10.5956661167,0.8180188677,0.0601766038,True,0.2594512533787537,0.0,90.0,10.0,0.0,0.15192843250988927,0.1691538681321707,68.1217162498973,True,False,True,True,True,False,False,False,True,False,597.0,,False,True,False,0.2630528133260528,
WO_INV_0904,PPG400:80+PPG700:20,2.2,125.84,1.2209985282,0.1764290164,6.9206219776,0.6731384704,0.0555404311,True,0.557208643287283,0.0,0.0,80.0,20.0,0.35702194794960984,0.0977448068750199,55.82923616454602,True,False,True,True,True,False,False,False,True,False,839.0,,False,True,False,0.48419803471895223,
WO_INV_0759,PPG2000:80+PPG700:20,2.1,36.036,7.2889680422,0.6679159686,10.9130016124,0.7618952162,0.0583806469,True,0.26490046752330265,0.0,80.0,0.0,20.0,0.15806999649645037,0.17499447058020542,68.97336073249717,True,False,True,True,True,False,False,False,True,False,608.0,,False,True,False,0.26859246223087074,
WO_INV_0035,PPG400:100,1.7,106.35625,1.2046264687,0.1945529114,6.1917678834,0.9133979426,0.0632287342,True,0.5154011569797378,0.0,0.0,100.0,0.0,0.3410495499030646,0.03146117982572558,52.61758547348187,True,False,True,True,True,False,False,False,True,False,831.0,,False,True,False,0.4963415107792043,
WO_INV_0890,PPG400:70+PPG700:30,2.4,130.845,1.2449927772,0.171592269,7.2555295432,0.7370606388,0.0575859404,True,0.5668088977452403,0.0,0.0,70.0,30.0,0.3562501411425422,0.06994731835759055,57.1930940237609,True,False,True,True,True,False,False,True,True,False,838.0,,False,True,False,0.4845061955180808,
WO_INV_0105,PPG1000:30+PPG2000:70,2.3,37.412375,7.4267058539,0.6507853754,11.4119126434,0.765664071,0.0585012503,True,0.27226350610707367,30.0,70.0,0.0,0.0,0.16432960694768597,0.1302915789415443,70.26347239553873,True,False,True,True,True,False,False,False,True,False,617.0,,False,True,False,0.2792967382623034,
WO_INV_0093,PPG1000:20+PPG2000:80,2.7,40.5405,7.3950524243,0.5995915307,12.3334837887,0.9799738852,0.0653591643,True,0.28846133320999995,20.0,80.0,0.0,0.0,0.162136971948217,0.05263153447604627,72.50471732195881,True,False,True,True,True,False,True,False,True,False,615.0,,False,True,False,0.2971945204815293,
WO_INV_0876,PPG400:60+PPG700:40,2.6,134.7775,1.2716615716,0.1671818599,7.6064566582,0.799793517,0.0595933925,True,0.5740648060397611,0.0,0.0,60.0,40.0,0.3554786893590595,0.043908386109884893,58.55624037612347,True,False,True,True,True,False,False,True,True,False,837.0,,False,True,False,0.4842844760898816,
WO_INV_0118,PPG1000:40+PPG2000:60,2.0,35.035000000000004,7.2861229078,0.6811133721,10.6973716944,0.7730188677,0.0587366038,True,0.2594512533787537,40.0,60.0,0.0,0.0,0.15926454476497343,0.16088295651985612,68.39741330768693,True,False,True,True,True,False,False,False,True,False,609.0,,False,True,False,0.26952833944376464,
WO_INV_0145,PPG1000:60+PPG2000:40,1.5,30.03,6.8749211081,0.7230806817,9.5078201943,0.9261901986,0.0636380864,True,0.23094670460662925,60.0,40.0,0.0,0.0,0.14560257972955304,0.10109091878913425,64.99533368557915,True,False,True,True,True,False,False,False,True,False,582.0,,False,True,False,0.2540011599882909,
WO_INV_0234,PPG1000:20+PPG400:80,2.4,132.132,1.2447440625,0.1709160647,7.2827797923,0.7643676315,0.0584597642,True,0.5692106215429152,20.0,0.0,80.0,0.0,0.3575162885082475,0.06599877105507776,57.30128194646906,True,False,True,True,True,False,False,True,True,False,841.0,,False,True,False,0.487854971729864,
WO_INV_0862,PPG400:50+PPG700:50,2.8,137.6375,1.3019162129,0.1632322974,7.9758493466,0.8612107241,0.0615587432,True,0.5791909946872863,0.0,0.0,50.0,50.0,0.35434335000533435,0.020000508451706422,59.92478707110853,True,False,True,True,True,False,False,True,True,False,835.0,,False,True,False,0.4830729992700502,
WO_INV_0215,PPG1000:10+PPG400:90,2.1,123.498375,1.211466979,0.1787924684,6.7758278048,0.7530102821,0.058096329,True,0.5525694538047535,10.0,0.0,90.0,0.0,0.35715060957179473,0.11105192357588081,55.21902390915795,True,False,True,True,True,False,False,False,True,False,840.0,,False,True,False,0.4929280103505319,
WO_INV_0848,PPG400:40+PPG700:60,3.0,139.425,1.3366335422,0.1597709869,8.365934066,0.9211645981,0.0634772671,True,0.5823326720267308,0.0,0.0,40.0,60.0,0.3525574356448184,-0.0014323572089804549,61.30283293919268,True,False,True,False,True,False,False,True,True,False,833.0,,False,True,False,0.4861336257807855,
WO_INV_0918,PPG400:90+PPG700:10,2.0,119.7625,1.1984747814,0.1816302666,6.5984309988,0.7831360146,0.0590603525,True,0.5449633126670839,0.0,0.0,90.0,10.0,0.3583627805274518,0.0950724240881289,54.45338635098698,True,False,True,True,True,False,False,False,True,False,842.0,,False,True,False,0.4992020141087907,
WO_INV_0253,PPG1000:30+PPG400:70,2.7,138.513375,1.2815608604,0.1638426794,7.8218988205,0.8609366027,0.0615499713,True,0.5807363004275966,30.0,0.0,70.0,0.0,0.3591247269291354,0.023732880243360448,59.362288490166996,True,False,True,True,True,False,False,True,True,False,843.0,,False,True,False,0.49055974599125035,
WO_INV_0781,PPG2000:90+PPG700:10,2.7,40.057875,7.4534239832,0.6046288952,12.3272705654,1.0083555184,0.0662673766,False,0.2860094443100754,0.0,90.0,0.0,10.0,0.16541173133599316,0.05313543012678394,72.49017504829754,True,False,True,True,True,False,False,False,False,False,619.0,,False,False,False,0.30358320454864124,
WO_INV_0738,PPG2000:70+PPG700:30,1.6,31.174000000000003,7.0586050958,0.7195180634,9.8101846984,0.9182743345,0.0633847787,True,0.23765380334517514,0.0,70.0,0.0,30.0,0.15351894199364502,0.10603009616571887,65.89882853701496,True,False,True,True,True,False,False,False,True,False,601.0,,False,True,False,0.26601661880241345,
WO_INV_0131,PPG1000:50+PPG2000:50,1.7,31.906875,7.1649029147,0.7150665454,10.0199106795,0.870385744,0.0618523438,True,0.2418894011400088,50.0,50.0,0.0,0.0,0.15788086392830794,0.11223611881519845,66.50929991206063,True,False,True,True,True,False,False,False,True,False,607.0,,False,True,False,0.26983248279100774,
WO_INV_0525,PPG2000:20+PPG400:80,2.7,141.89175,1.3029396243,0.1635454456,7.9668352701,0.9477711633,0.0643286772,True,0.5865919362690128,0.0,20.0,80.0,0.0,0.35337198269653997,0.02191709122128027,59.89215222253279,True,False,True,True,True,False,False,True,True,False,834.0,,False,True,False,0.48893851925390863,
